CODUSU,ANO4,TRIMESTRE,NRO_HOGAR,REALIZADA,REGION,MAS_500,AGLOMERADO,PONDERA,IV1,IV1_ESP,IV2,IV3,IV3_ESP,IV4,IV5,IV6,IV7,IV7_ESP,IV8,IV9,IV10,IV11,IV12_1,IV12_2,IV12_3,II1,II2,II3,II3_1,II4_1,II4_2,II4_3,II5,II5_1,II6,II6_1,II7,II7_ESP,II8,II8_ESP,II9,V1,V2,V21,V22,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19_A,V19_B,IX_TOT,IX_MEN10,IX_MAYEQ10,ITF,DECIFR,IDECIFR,RDECIFR,GDECIFR,PDECIFR,ADECIFR,IPCF,DECCFR,IDECCFR,RDECCFR,GDECCFR,PDECCFR,ADECCFR,PONDIH,VII1_1,VII1_2,VII2_1,VII2_2,VII2_3,VII2_4
TQTMNORTQHJMLNCDEGLDF00716402,2021,4,1,1,41,N,15,232,3,,2,1,,4,1,1,1,,1,1,1,1,2,2,2,2,1,2,0,2,2,2,0,0,0,0,3,,2,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,50000,3,3.0,4,,3.0,4,50000.0,8,9.0,9,,9.0,9,209,1,0,98,0,0,0
TQRMNOPYWHJOKMCDEGPDJ00680209,2021,4,2,1,40,N,19,38,1,,6,1,,2,1,1,1,,1,1,1,1,2,2,2,3,1,2,0,1,1,2,2,0,2,0,4,,1,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,1,0,1,26000,1,1.0,1,,1.0,1,26000.0,5,5.0,7,,5.0,6,38,1,0,98,0,0,0
TQRMNOQXQHMKKNCDEGPDJ00714253,2021,4,1,1,40,N,19,173,1,,3,1,,4,1,1,1,,1,1,1,1,2,1,2,3,3,2,0,1,1,2,2,0,2,0,3,,2,,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,5,2,3,85200,6,7.0,7,,7.0,7,17040.0,3,3.0,4,,3.0,4,173,1,0,98,0,0,0
TQRMNOQVWHJOKQCDEGPDJ00702832,2021,4,1,1,40,N,19,161,1,,3,1,,4,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,1,2,2,0,2,0,1,,1,,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,21000,1,1.0,1,,1.0,1,21000.0,4,4.0,5,,4.0,5,161,97,0,98,0,0,0
TQRMNOQWPHJOKQCDEGPDJ00680233,2021,4,1,1,40,N,19,187,1,,3,1,,2,2,1,1,,1,1,1,1,2,2,2,3,3,2,0,1,2,2,2,0,2,0,3,,1,,1,1,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,1,2,2,2,2,4,2,2,70000,5,5.0,6,,5.0,6,17500.0,3,3.0,4,,3.0,4,187,1,2,98,0,0,0
TQRMNOSSXHJOKQCDEGPDJ00680236,2021,4,1,1,40,N,19,168,1,,2,2,,4,1,1,1,,1,1,1,2,1,1,2,2,2,2,0,1,2,2,2,0,2,0,1,,2,,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,1,2,49800,3,3.0,3,,3.0,3,16600.0,3,3.0,4,,3.0,4,168,1,3,98,0,0,0
TQRMNOPPXHMOKOCDEGPDJ00716795,2021,4,1,1,40,N,19,156,1,,3,1,,3,1,1,1,,1,1,1,1,2,2,2,3,3,2,0,1,1,2,2,0,2,0,1,,1,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,2,90000,6,7.0,7,,7.0,7,45000.0,8,8.0,9,,8.0,9,156,96,0,98,0,0,0
TQRMNOPQWHLOKNCDEGPDJ00716796,2021,4,1,1,40,N,19,244,2,,1,1,,9,1,1,1,,1,1,1,1,2,2,2,1,1,2,0,1,2,2,2,0,1,1,3,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0,1,28000,1,2.0,2,,1.0,2,28000.0,5,6.0,7,,6.0,7,244,1,0,98,0,0,0
TQRMNORTUHKOKOCDEGPDJ00661982,2021,4,1,1,40,N,19,165,1,,3,1,,1,1,1,1,,1,1,1,1,2,2,2,3,1,2,0,1,1,1,2,0,2,0,3,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,130000,8,9.0,9,,9.0,9,130000.0,10,10.0,10,,10.0,10,165,1,0,98,0,0,0
TQRMNOSPPHLMKOCDEGPDJ00716797,2021,4,1,1,40,N,19,163,1,,2,1,,2,1,1,1,,1,1,1,1,2,2,2,2,1,2,0,1,2,2,2,0,2,0,1,,1,,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,24000,1,1.0,1,,1.0,1,24000.0,4,5.0,6,,5.0,6,163,1,0,98,0,0,0
TQRMNOQQVHMOKPCDEGPDJ00709322,2021,4,2,1,40,N,19,246,1,,2,1,,2,2,1,1,,1,1,1,1,2,2,2,1,1,2,0,1,2,2,2,0,2,0,4,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,4,0,4,70000,5,5.0,6,,5.0,6,17500.0,3,3.0,4,,3.0,4,246,2,0,98,0,0,0
TQRMNOUYPHLKLQCDEOHCH00720137,2021,4,1,1,44,N,91,191,1,,3,1,,2,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,2,2,2,0,2,0,3,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,1,0,1,143000,9,9.0,7,,9.0,8,143000.0,10,10.0,10,,10.0,10,207,1,0,98,0,0,0
TQRMNOUYQHLKLQCDEOHCH00720138,2021,4,1,1,44,N,91,168,1,,4,1,,2,1,1,1,,1,1,1,1,2,2,2,4,3,2,0,1,1,2,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,3,1,2,160000,9,9.0,8,,9.0,9,53333.33,8,9.0,7,,9.0,7,177,1,0,98,0,0,0
TQRMNOQRTHKNKMCDEOHCH00664015,2021,4,1,1,44,N,91,24,2,,3,1,,9,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,1,2,2,0,2,0,3,,1,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,1,2,71000,5,5.0,4,,5.0,4,23666.67,4,5.0,3,,5.0,3,24,1,0,98,0,0,0
TQRMNOQRXHKNKMCDEOHCH00664018,2021,4,1,1,44,N,91,49,2,,3,1,,9,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,1,2,2,0,2,0,3,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,3,1,2,82000,6,6.0,4,,6.0,5,27333.33,5,6.0,4,,6.0,4,49,1,0,98,0,0,0
TQRMNORSYHKMKMCDEOHCH00664065,2021,4,1,1,44,N,91,40,1,,4,1,,2,1,1,1,,1,1,1,2,2,2,2,4,3,2,0,1,1,1,2,0,2,0,2,,1,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,4,0,4,118000,8,8.0,7,,8.0,7,29500.0,5,6.0,4,,6.0,4,40,2,0,3,0,0,0
TQRMNORUSHKMLQCDEFMDB00669532,2021,4,1,1,43,N,6,170,1,,3,1,,1,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,2,2,2,0,2,0,6,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,4,1,3,73000,5,6.0,6,,6.0,7,18250.0,3,3.0,3,,3.0,2,152,1,0,2,0,0,0
TQRMNOQQSHKNKNCDEFMDB00713555,2021,4,1,1,43,N,6,107,1,,2,1,,1,1,1,1,,1,1,1,1,2,2,2,2,1,2,0,1,2,2,2,0,2,0,3,,2,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,48000,3,3.0,3,,3.0,4,48000.0,8,8.0,8,,8.0,8,175,1,0,98,0,0,0
TQRMNOQVWHKNKPCDEFMDB00659996,2021,4,1,1,43,N,6,135,1,,3,2,,4,2,1,1,,1,1,1,1,2,2,2,2,2,2,0,1,2,2,2,0,2,0,6,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,2,2,2,2,3,0,3,47000,3,3.0,3,,3.0,3,15666.67,2,3.0,2,,3.0,2,156,2,3,98,0,0,0
TQRMNOQVXHKNKPCDEFMDB00659997,2021,4,1,1,43,N,6,135,1,,3,1,,2,1,1,1,,1,1,1,1,2,2,2,3,2,1,1,1,2,1,2,0,2,0,1,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,3,45000,3,3.0,3,,3.0,3,15000.0,2,2.0,2,,2.0,2,207,1,0,98,0,0,0
TQRMNOQSRHKOKNCDEFMDB00713532,2021,4,1,1,43,N,6,224,1,,2,1,,2,2,1,1,,1,1,1,1,2,2,2,2,2,2,0,1,2,2,2,0,2,0,3,,2,,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,5,4,1,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,1,0,98,0,0,0
TQRMNOPTQHKOKOCDEFMDB00660002,2021,4,1,1,43,N,6,71,1,,3,1,,2,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,2,2,2,0,2,0,1,,2,,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,2,0,98,0,0,0
TQSMNOQXWHKOKOCDEFMDB00659932,2021,4,1,1,43,N,6,199,1,,2,2,,4,2,1,1,,1,1,1,1,2,2,2,1,1,2,0,2,2,2,0,0,0,0,6,,2,,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,1,2,98,0,0,0
TQRMNOSWWHKOKMCDEGKDB00661349,2021,4,1,1,43,N,14,131,1,,2,1,,4,1,1,1,,1,1,1,1,2,2,2,2,2,2,0,2,2,2,0,0,0,0,2,,2,,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,3,41000,2,3.0,3,,3.0,3,10250.0,1,1.0,1,,1.0,2,227,2,0,98,0,0,0
TQRMNORRSHKNKNCDEGKDB00661161,2021,4,1,1,43,N,14,108,6,casilla de madera,3,2,,4,2,1,1,,1,1,1,2,2,2,2,1,1,2,0,2,2,2,0,0,0,0,1,,3,,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,33500,2,2.0,2,,2.0,2,11166.67,2,2.0,1,,2.0,2,103,9,0,98,0,0,0
TQRMNORWQHJOKMCDEGKDB00702845,2021,4,1,1,43,N,14,93,1,,2,1,,4,1,1,1,,1,1,1,1,2,2,2,2,1,1,1,2,2,2,0,0,0,0,1,,3,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,1,0,98,0,0,0
TQRMNOQVWHJOKNCDEGKDB00702709,2021,4,1,1,43,N,14,125,1,,3,1,,4,1,1,1,,1,1,1,1,2,2,2,3,1,2,0,1,2,1,2,0,2,0,1,,2,,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0,1,29000,1,2.0,2,,2.0,2,29000.0,5,6.0,5,,6.0,7,186,1,0,98,0,0,0
TQRMNOTUSHJOKNCDEGKDB00676375,2021,4,1,1,43,N,14,121,1,,3,1,,4,2,1,1,,1,1,1,3,2,2,2,3,2,2,0,2,2,2,0,0,0,0,1,,1,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,20000,1,1.0,1,,1.0,1,10000.0,1,1.0,1,,1.0,2,122,1,0,98,0,0,0
TQRMNOQVWHLNKMCDEGKDB00716281,2021,4,1,1,43,N,14,130,1,,2,1,,4,1,1,1,,1,1,1,1,2,2,2,2,1,2,0,2,2,2,0,0,0,0,1,,2,,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,0,0,0.0,0,,0.0,0,0.0,0,0.0,0,,0.0,0,129,1,0,98,0,0,0
TQRMNOSWYHMOLNCDEHLEH00714403,2021,4,1,1,40,N,25,131,1,,2,1,,1,1,1,1,,1,1,1,1,2,2,2,2,1,2,0,1,1,2,2,0,2,0,3,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0,1,65000,5,5.0,5,,5.0,5,65000.0,9,9.0,10,,9.0,10,131,1,0,98,0,0,0
TQRMNOPSUHJMLOCDEGGFB00673019,2021,4,1,1,42,S,10,614,1,,3,1,,1,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,1,1,2,0,1,1,1,,1,,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,3,1,2,97000,7,7.0,7,7.0,,8,32333.33,6,7.0,7,6.0,,7,952,1,2,97,0,0,0
TQRMNOSTRHMNLPCDEGGFB00714220,2021,4,1,1,42,S,10,473,1,,4,1,,1,1,1,1,,1,1,1,1,2,2,2,4,2,2,0,1,2,2,2,0,2,0,1,,1,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,2,360000,10,10.0,10,10.0,,10,180000.0,10,10.0,10,10.0,,10,645,2,0,1,0,0,0
TQRMNOPWUHLMLPCDEGGFB00715694,2021,4,1,1,42,S,10,482,1,,4,1,,1,1,1,1,,1,1,1,1,2,2,2,4,2,2,0,1,2,2,2,0,2,0,1,,1,,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,12,12.0,12,12.0,,12,0.0,12,12.0,12,12.0,,12,0,1,0,97,0,0,0
TQRMNORXXHLMLPCDEGGFB00715695,2021,4,1,1,42,S,10,665,2,,4,1,,9,1,1,1,,1,1,1,1,2,2,2,4,2,2,0,1,2,2,2,0,2,0,3,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,3,1,2,0,12,12.0,12,12.0,,12,0.0,12,12.0,12,12.0,,12,0,3,0,1,0,0,0
TQRMNOPURHLMLQCDEGGFB00715696,2021,4,1,1,42,S,10,388,2,,2,1,,9,1,1,1,,1,1,1,1,2,2,2,2,2,2,0,1,2,2,2,0,2,0,3,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,0,2,31400,2,2.0,2,2.0,,2,15700.0,2,3.0,3,2.0,,3,598,1,0,2,0,0,0
TQRMNOPUWHLMLQCDEGGFB00715697,2021,4,1,1,42,S,10,461,1,,3,1,,1,1,1,1,,1,1,1,1,2,2,2,3,3,2,0,1,2,1,2,0,2,0,1,,1,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,3,0,3,0,12,12.0,12,12.0,,12,0.0,12,12.0,12,12.0,,12,0,1,0,98,0,0,0
TQRMNORWWHJMLSCDEGGFB00673035,2021,4,1,1,42,S,10,462,1,,4,1,,1,1,1,1,,1,1,1,1,2,2,2,4,3,2,0,1,2,1,2,0,2,0,1,,1,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,2,123000,8,8.0,9,8.0,,9,61500.0,9,9.0,10,9.0,,9,740,96,0,2,1,0,0
TQRMNOQTPHJNLTCDEGGFB00673061,2021,4,1,1,42,S,10,473,1,,3,1,,1,1,1,1,,1,1,1,1,2,2,2,3,1,2,0,1,1,1,2,0,2,0,6,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,15000,1,1.0,1,1.0,,1,15000.0,2,2.0,3,2.0,,3,441,1,0,98,0,0,0
TQRMNOQTTHJNLTCDEGGFB00673065,2021,4,1,1,42,S,10,382,1,,3,1,,1,1,1,1,,1,1,1,1,2,2,2,3,1,2,0,1,1,2,2,0,2,0,1,,1,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,3,0,3,81000,6,6.0,6,6.0,,7,27000.0,5,6.0,6,5.0,,6,618,3,0,1,0,0,0
TQRMNOQRYHMOLSCDEGGFB00715698,2021,4,1,1,42,S,10,439,1,,2,1,,1,2,1,1,,1,1,1,1,2,2,2,2,2,2,0,1,1,1,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,3,52000,3,4.0,4,3.0,,4,17333.33,3,3.0,4,3.0,,4,597,1,2,98,0,0,0
TQRMNOPUSHKOLNCDEGGFB00660653,2021,4,1,1,42,S,10,460,1,,4,1,,4,2,1,1,,1,1,1,1,2,2,2,4,3,2,0,1,2,1,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,4,0,4,0,12,12.0,12,12.0,,12,0.0,12,12.0,12,12.0,,12,0,2,0,1,3,4,0
TQRMNORQTHKLLOCDEGGFB00660719,2021,4,1,1,42,S,10,486,1,,1,1,,1,1,1,1,,1,1,1,2,2,2,2,1,1,2,0,1,2,1,2,0,2,0,1,,4,electricidad,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,0,2,330000,10,10.0,10,10.0,,10,165000.0,10,10.0,10,10.0,,10,769,2,0,96,0,0,0
TQRMNOPRQHMMLUCDEGGFB00715699,2021,4,1,1,42,S,10,403,1,,4,1,,1,1,1,1,,1,1,1,1,2,2,2,4,1,2,0,1,1,1,2,0,2,0,1,,1,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,0,1,130000,8,9.0,9,8.0,,9,130000.0,10,10.0,10,10.0,,10,469,1,0,98,0,0,0
TQRMNOPVVHLLKUCDEOJAH00720274,2021,4,1,1,44,N,93,112,1,,4,1,,2,1,1,1,,1,1,1,1,2,2,2,4,1,2,0,1,1,1,2,0,2,0,3,,1,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0,1,120000,8,8.0,7,,8.0,7,120000.0,10,10.0,10,,10.0,10,116,1,0,98,0,0,0
TQRMNOPYPHJOLNCDEOJAH00720275,2021,4,1,1,44,N,93,73,1,,5,1,,4,1,1,1,,1,1,1,1,2,2,2,5,2,2,0,1,1,2,2,0,2,0,1,,1,,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,4,0,4,222500,10,10.0,10,,10.0,10,55625.0,9,9.0,8,,9.0,7,74,1,98,98,0,0,0
TQRMNORVWHLKKMCDEHJGH00717140,2021,4,1,1,40,S,23,261,1,,4,1,,3,1,1,1,,1,1,1,1,2,2,2,3,1,2,0,1,1,2,2,0,2,0,1,,1,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,0,1,50000,3,3.0,4,3.0,,3,50000.0,8,8.0,9,8.0,,9,276,96,0,98,0,0,0
TQRMNORTTHLMKPCDEHJGH00717141,2021,4,2,1,40,S,23,325,1,,3,1,,4,1,1,1,,1,1,1,1,2,1,2,1,1,2,0,2,2,2,0,0,0,0,1,,1,,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,3,0,3,123000,8,8.0,9,8.0,,9,41000.0,7,8.0,9,7.0,,8,340,1,2,3,0,0,0
TQRMNOQPYHKMKNCDEHJGH00662260,2021,4,1,1,40,S,23,226,2,,3,1,,1,1,1,1,,1,1,1,1,2,1,2,3,1,2,0,1,1,2,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,70000,5,5.0,6,5.0,,5,70000.0,9,9.0,10,9.0,,10,232,1,0,98,0,0,0
TQRMNOSWXHMMKOCDEIGED00713636,2021,4,1,1,43,N,30,158,1,,6,4,porcelanato ,4,1,1,1,,1,1,1,1,2,2,2,6,2,1,1,1,2,1,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,3,0,3,164000,9,9.0,9,,9.0,9,54666.67,8,9.0,9,,9.0,8,223,2,0,1,2,0,0
TQRMNORRRHMOKTCDEGJBF00713583,2021,4,1,1,43,S,13,781,1,,2,1,,1,1,1,1,,1,1,1,1,2,2,2,2,1,2,0,1,1,1,2,0,2,0,1,,1,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,50000,3,4.0,4,3.0,,4,25000.0,4,5.0,4,4.0,,4,784,1,0,98,0,0,0
TQRMNORRUHMMKQCDEIMBF00713660,2021,4,1,1,43,N,36,190,1,,4,1,,2,1,1,1,,1,1,1,1,2,2,2,4,3,2,0,1,1,1,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,4,0,4,122800,8,8.0,8,,8.0,9,30700.0,6,6.0,6,,6.0,6,195,2,0,98,0,0,0
TQRMNOSWQHKMKPCDEIMBF00714048,2021,4,1,1,43,N,36,125,1,,2,1,,2,1,1,1,,1,1,1,1,2,1,2,2,1,2,0,1,1,1,2,0,2,0,1,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,35000,2,2.0,2,,2.0,2,17500.0,3,3.0,3,,3.0,2,133,1,0,2,0,0,0
TQRMNOQSWHMMKRCDEIMBF00714049,2021,4,1,1,43,N,36,137,1,,4,1,,1,1,1,1,,1,1,1,1,2,2,2,4,3,2,0,1,2,2,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,4,0,4,240000,10,10.0,10,,10.0,10,60000.0,9,9.0,9,,9.0,9,147,1,0,2,0,0,0
TQRMNORQRHKKKUCDEFMDB00714318,2021,4,1,1,43,N,6,74,2,,2,1,,1,1,1,1,,1,1,1,1,2,2,2,2,2,2,0,1,2,2,2,0,2,0,1,,1,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,3,118000,8,8.0,8,,8.0,9,39333.33,7,7.0,7,,7.0,7,145,1,2,98,0,0,0
TQRMNOSSRHKLKTCDEFMDB00669480,2021,4,1,1,43,N,6,76,1,,5,1,,3,1,1,1,,1,1,1,1,2,2,2,5,4,2,0,1,1,2,2,0,2,0,1,,2,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,2,110000,7,8.0,8,,8.0,9,55000.0,8,9.0,9,,9.0,9,108,2,0,1,0,0,0
TQRMNORWUHJOKMCDEGKDB00676371,2021,4,1,1,43,N,14,116,1,,3,1,,4,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,1,1,2,0,2,0,1,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,4,0,4,160000,9,9.0,9,,9.0,10,40000.0,7,8.0,7,,8.0,8,389,2,3,4,0,0,0
TQRMNOPRVHLNKMCDEGKDB00716282,2021,4,1,1,43,N,14,88,1,,4,1,,4,1,1,1,,1,1,1,1,2,2,2,4,3,2,0,1,2,2,2,0,2,0,1,,2,,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,0,6,90000,6,7.0,7,,7.0,8,15000.0,2,3.0,2,,3.0,3,160,1,2,3,4,5,0
TQRMNOQTQHKNKNCDEOHCH00664074,2021,4,1,1,44,N,91,30,1,,3,1,,2,2,1,1,,1,1,1,1,1,2,2,3,2,2,0,1,2,2,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,6,0,6,80000,6,6.0,4,,6.0,5,13333.33,2,2.0,1,,2.0,1,31,2,4,1,3,5,0
TQRMNORWWHLMKQCDEFPCH00715581,2021,4,1,1,44,N,9,182,2,,4,1,,1,1,1,1,,1,1,1,1,2,2,2,4,1,2,0,1,1,2,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,2,180000,9,10.0,9,,10.0,9,90000.0,10,10.0,9,,10.0,10,198,1,2,98,0,0,0
TQRMNOSYXHKLLOCDEGPDJ00661953,2021,4,1,1,40,N,19,192,1,,3,1,,3,1,1,1,,1,1,1,1,2,2,2,3,1,2,0,1,2,2,2,0,2,0,1,,2,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,0,2,120000,8,8.0,9,,8.0,9,60000.0,9,9.0,10,,9.0,10,192,1,2,98,0,0,0
TQRMNOPXSHKOLPCDEGPDJ00661975,2021,4,1,1,40,N,19,202,1,,4,1,,2,1,1,1,,1,1,1,1,1,2,2,4,3,2,0,1,1,1,2,0,2,0,1,,1,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,1,4,123000,8,8.0,9,,8.0,9,24600.0,4,5.0,6,,5.0,6,202,1,2,98,0,0,0
TQRMNOPUWHMMKTCDEFPCH00713641,2021,4,1,1,44,N,9,178,1,,4,1,,4,1,1,1,,1,1,1,1,2,2,2,4,1,2,0,1,2,2,2,0,2,0,3,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,99000,7,7.0,6,,7.0,5,49500.0,8,8.0,7,,8.0,7,200,1,0,2,0,0,0
TQRMNOQPSHJMLQCDEGPDJ00680187,2021,4,1,1,40,N,19,171,1,,4,1,,2,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,2,1,2,0,2,0,1,,1,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,0,2,61000,4,5.0,5,,5.0,5,30500.0,6,6.0,7,,6.0,7,171,1,0,98,0,0,0
TQRMNORPRHJMKNCDEIGED00688417,2021,4,1,1,43,N,30,214,1,,2,1,,1,1,1,1,,1,1,1,1,2,2,2,2,2,2,0,1,2,1,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2,2,1,2,2,2,6,2,4,38000,2,2.0,2,,2.0,2,6333.33,1,1.0,1,,1.0,1,314,1,2,3,0,0,0
TQRMNOPUVHMNKMCDEIGED00714393,2021,4,1,1,43,N,30,118,1,,5,1,,4,2,1,1,,1,1,2,2,2,2,2,5,3,2,0,1,2,2,2,0,2,0,1,,1,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,5,2,3,100000,7,7.0,7,,8.0,7,20000.0,3,4.0,3,,4.0,3,168,1,2,98,0,0,0
TQRMNOPYSHLOLLCDEGLDF00716395,2021,4,1,1,41,N,15,74,1,,4,1,,4,1,1,1,,1,1,1,1,2,2,2,4,4,2,0,1,1,1,2,0,2,0,1,,2,,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,8,0,8,183000,9,10.0,10,,10.0,10,22875.0,4,4.0,6,,5.0,6,119,8,2,7,0,0,0
