,CODUSU,NRO_HOGAR,AGLOMERADO,IV1,IV2,IV3,IV4,IV5,IV6,IV7,IV8,IV12_1,IV12_2,IV12_3,II1,II2,II3,II3_1,II5_1,II6_1,V1,V2,V21,V22,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19_A,V19_B,IX_TOT,IX_MEN10,IX_MAYEQ10,ITF,IPCF,VII1_1,VII1_2,VII2_1,VII2_2,VII2_3,VII2_4,parentesco,genero,edad,cob_medica,NIVEL_ED,CAT_OCUP,CAT_INAC,AE_ctrol_ind_sum,adulto_equivalente,pobreza,IV9,IV10,IV11,II4_1,II4_2,II4_3,II5,II6,II7,II8,II9
74,TQRMNOPURHLMLQCDEGGFB00715696,1,10,2,2,1,9,1,1,1,1,2,2,2,2,2,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,0,2,31400,15700.0,1,0,2,0,0,0,1,2,47,4,4,3,0,1.52,20657.89,1,1,1,1,1,2,2,2,2,3,1,1
75,TQRMNORWWHJMLSCDEGGFB00673035,1,10,1,4,1,1,1,1,1,1,2,2,2,4,3,2,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,2,123000,61500.0,96,0,2,1,0,0,1,1,86,1,6,9,1,1.4100000000000001,87234.04,0,1,1,1,1,2,1,2,2,1,1,1
76,TQRMNOQTPHJNLTCDEGGFB00673061,1,10,1,3,1,1,1,1,1,1,2,2,2,3,1,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,15000,15000.0,1,0,98,0,0,0,1,1,42,4,4,2,0,1.0,15000.0,1,1,1,1,1,1,1,2,2,6,1,1
77,TQRMNOQTTHJNLTCDEGGFB00673065,1,10,1,3,1,1,1,1,1,1,2,2,2,3,1,2,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,3,0,3,81000,27000.0,3,0,1,0,0,0,1,2,63,1,2,9,1,2.26,35840.71,0,1,1,1,1,1,2,2,2,1,1,1
78,TQRMNOQRYHMOLSCDEGGFB00715698,1,10,1,2,1,1,2,1,1,1,2,2,2,2,2,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,3,52000,17333.33,1,2,98,0,0,0,1,1,57,4,3,3,0,2.76,18840.58,1,1,1,1,1,1,1,2,2,1,1,1
79,TQRMNORQTHKLLOCDEGGFB00660719,1,10,1,1,1,1,1,1,1,1,2,2,2,1,1,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,0,2,330000,165000.0,2,0,96,0,0,0,1,1,57,1,6,3,0,1.76,187500.0,0,1,1,2,1,2,1,2,2,1,4,1
80,TQRMNOPRQHMMLUCDEGGFB00715699,1,10,1,4,1,1,1,1,1,1,2,2,2,4,1,2,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,0,1,130000,130000.0,1,0,98,0,0,0,1,2,68,1,6,9,1,0.67,194029.85,0,1,1,1,1,1,1,2,2,1,1,1
81,TQRMNOPVVHLLKUCDEOJAH00720274,1,93,1,4,1,2,1,1,1,1,2,2,2,4,1,2,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0,1,120000,120000.0,1,0,98,0,0,0,1,1,70,1,6,9,1,0.83,144578.31,0,1,1,1,1,1,1,2,2,3,1,1
82,TQRMNOPYPHJOLNCDEOJAH00720275,1,93,1,5,1,4,1,1,1,1,2,2,2,5,2,2,0,0,0,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,4,0,4,222500,55625.0,1,98,98,0,0,0,1,2,63,1,4,9,1,3.2,69531.25,0,1,1,1,1,1,2,2,2,1,1,1
83,TQRMNORVWHLKKMCDEHJGH00717140,1,23,1,4,1,3,1,1,1,1,2,2,2,3,1,2,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,0,1,50000,50000.0,96,0,98,0,0,0,1,2,74,1,6,9,1,0.67,74626.87,0,1,1,1,1,1,2,2,2,1,1,1
84,TQRMNORTTHLMKPCDEHJGH00717141,2,23,1,3,1,4,1,1,1,1,2,1,2,1,1,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,3,0,3,123000,41000.0,1,2,3,0,0,0,1,1,33,1,5,3,0,2.54,48425.2,0,1,1,1,2,2,2,2,2,1,1,2
85,TQRMNOQPYHKMKNCDEHJGH00662260,1,23,2,3,1,1,1,1,1,1,2,1,2,3,1,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,70000,70000.0,1,0,98,0,0,0,1,2,70,1,4,3,0,0.67,104477.61,0,1,1,1,1,1,2,2,2,1,1,1
86,TQRMNOSWXHMMKOCDEIGED00713636,1,30,1,6,4,4,1,1,1,1,2,2,2,6,2,1,1,0,0,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,3,0,3,164000,54666.67,2,0,1,2,0,0,1,1,47,2,6,3,0,2.79,58781.36,0,1,1,1,1,2,1,2,2,1,1,1
87,TQRMNORRRHMOKTCDEGJBF00713583,1,13,1,2,1,1,1,1,1,1,2,2,2,2,1,2,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,50000,25000.0,1,0,98,0,0,0,1,1,59,1,4,3,0,1.76,28409.09,0,1,1,1,1,1,1,2,2,1,1,1
88,TQRMNORRUHMMKQCDEIMBF00713660,1,36,1,4,1,2,1,1,1,1,2,2,2,4,3,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,4,0,4,122800,30700.0,2,0,98,0,0,0,1,1,65,1,3,3,0,3.29,37325.23,0,1,1,1,1,1,1,2,2,1,1,1
89,TQRMNOSWQHKMKPCDEIMBF00714048,1,36,1,2,1,2,1,1,1,1,2,1,2,2,1,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,35000,17500.0,1,0,2,0,0,0,1,2,59,1,4,2,0,1.5899999999999999,22012.58,1,1,1,1,1,1,1,2,2,1,2,1
90,TQRMNOQSWHMMKRCDEIMBF00714049,1,36,1,4,1,1,1,1,1,1,2,2,2,4,3,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,4,0,4,240000,60000.0,1,0,2,0,0,0,1,1,50,1,6,3,0,3.2800000000000002,73170.73,0,1,1,1,1,2,2,2,2,1,1,1
91,TQRMNORQRHKKKUCDEFMDB00714318,1,6,2,2,1,1,1,1,1,1,2,2,2,2,2,2,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,3,118000,39333.33,1,2,98,0,0,0,1,1,80,1,6,9,1,2.41,48962.66,0,1,1,1,1,2,2,2,2,1,1,1
92,TQRMNOSSRHKLKTCDEFMDB00669480,1,6,1,5,1,3,1,1,1,1,2,2,2,5,4,2,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,2,110000,55000.0,2,0,1,0,0,0,1,1,75,1,1,9,1,1.5,73333.33,0,1,1,1,1,1,2,2,2,1,2,1
93,TQRMNORWUHJOKMCDEGKDB00676371,1,14,1,3,1,4,1,1,1,1,2,2,2,3,2,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,4,0,4,160000,40000.0,2,3,4,0,0,0,1,1,64,1,1,3,0,3.11,51446.95,0,1,1,1,1,1,1,2,2,1,2,1
94,TQRMNOPRVHLNKMCDEGKDB00716282,1,14,1,4,1,4,1,1,1,1,2,2,2,4,3,2,0,0,0,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,0,6,90000,15000.0,1,2,3,4,5,0,1,1,43,4,2,3,0,5.75,15652.17,1,1,1,1,1,2,2,2,2,1,2,1
95,TQRMNOQTQHKNKNCDEOHCH00664074,1,91,1,3,1,2,2,1,1,1,1,2,2,3,2,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,6,0,6,80000,13333.33,2,4,1,3,5,0,1,1,38,1,1,3,0,5.0,16000.0,1,1,1,1,1,2,2,2,2,1,1,1
96,TQRMNORWWHLMKQCDEFPCH00715581,1,9,2,4,1,1,1,1,1,1,2,2,2,4,1,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,2,180000,90000.0,1,2,98,0,0,0,1,2,53,1,6,1,0,1.76,102272.73,0,1,1,1,1,1,2,2,2,1,1,1
97,TQRMNOSYXHKLLOCDEGPDJ00661953,1,19,1,3,1,3,1,1,1,1,2,2,2,3,1,2,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,0,2,120000,60000.0,1,2,98,0,0,0,1,1,57,1,4,9,1,1.67,71856.29,0,1,1,1,1,2,2,2,2,1,2,1
98,TQRMNOPXSHKOLPCDEGPDJ00661975,1,19,1,4,1,2,1,1,1,1,1,2,2,4,3,2,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,1,4,123000,24600.0,1,2,98,0,0,0,1,2,65,1,2,9,1,3.86,31865.28,0,1,1,1,1,1,1,2,2,1,1,1
99,TQRMNOPUWHMMKTCDEFPCH00713641,1,9,1,4,1,4,1,1,1,1,2,2,2,4,1,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,99000,49500.0,1,0,2,0,0,0,1,2,58,4,2,3,0,1.76,56250.0,0,1,1,1,1,2,2,2,2,3,1,1
100,TQRMNOQPSHJMLQCDEGPDJ00680187,1,19,1,4,1,2,1,1,1,1,2,2,2,3,2,2,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,0,2,61000,30500.0,1,0,98,0,0,0,1,2,63,1,2,9,1,1.69,36094.67,0,1,1,1,1,2,1,2,2,1,1,1
101,TQRMNORPRHJMKNCDEIGED00688417,1,30,1,2,1,1,1,1,1,1,2,2,2,2,2,2,0,0,0,1,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2,2,1,2,2,2,6,2,4,38000,6333.33,1,2,3,0,0,0,1,2,39,1,3,3,0,4.05,9382.72,1,1,1,1,1,2,1,2,2,1,1,1
102,TQRMNOPUVHMNKMCDEIGED00714393,1,30,1,5,1,4,2,1,1,1,2,2,2,5,3,2,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,5,2,3,100000,20000.0,1,2,98,0,0,0,1,2,68,1,7,9,1,3.62,27624.31,0,1,2,2,1,2,2,2,2,1,1,1
103,TQRMNOPYSHLOLLCDEGLDF00716395,1,15,1,4,1,4,1,1,1,1,2,2,2,4,4,2,0,0,0,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,8,0,8,183000,22875.0,8,2,7,0,0,0,1,1,49,1,1,3,0,7.140000000000001,25630.25,0,1,1,1,1,1,1,2,2,1,2,1
104,TQRMNOPPXHLMLMCDEGLDF00716396,1,15,1,3,1,4,1,1,1,1,2,2,2,3,2,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0,1,50000,50000.0,1,0,98,0,0,0,1,1,23,4,4,3,0,1.02,49019.61,0,1,1,1,2,1,2,2,2,1,2,1
105,TQSMNORVSHLMLPCDEGLDF00716398,1,15,1,4,1,4,1,1,1,1,2,2,2,4,3,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,4,0,4,80000,20000.0,2,0,3,0,0,0,1,1,40,1,4,3,0,3.26,24539.88,1,1,1,1,2,1,2,2,2,6,2,1
106,TQRMNOTVQHLMLPCDEGLDF00716399,1,15,2,3,1,4,1,1,1,1,2,2,2,3,2,2,0,0,0,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,4,2,2,57500,14375.0,1,0,2,0,0,0,1,2,29,4,4,3,0,2.65,21698.11,1,1,1,1,2,1,2,2,2,3,2,1
107,TQRMNOQUTHMNLQCDEGLDF00713721,1,15,1,2,1,4,1,1,1,1,2,2,2,2,2,2,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,2,47000,23500.0,1,0,2,0,0,0,1,2,70,1,1,9,1,1.67,28143.71,0,1,1,1,1,1,1,2,2,1,2,1
108,TQRMNOPVYHJOLQCDEGLDF00677512,1,15,1,4,1,4,1,1,1,1,2,2,2,4,1,2,0,0,0,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,0,2,43000,21500.0,2,0,1,0,0,0,1,1,78,1,1,9,1,1.4100000000000001,30496.45,0,1,1,1,1,1,1,2,2,1,2,1
109,TQRMNORQYHKOKMCDEGPDJ00661965,1,19,1,2,1,2,1,1,1,1,2,2,2,2,2,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,3,35000,11666.67,2,0,98,0,0,0,1,1,46,1,4,3,0,2.73,12820.51,1,1,1,1,1,1,2,2,2,4,2,1
110,TQRMNOSYUHMNKQCDEHLEH00714407,1,25,1,5,1,1,1,1,1,1,2,2,2,5,2,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,0,3,114000,38000.0,1,0,98,0,0,0,1,2,58,1,4,3,0,2.7800000000000002,41007.19,0,1,1,1,1,1,1,2,2,1,1,1
111,TQRMNOQRVHKKKRCDEHLEH00662397,1,25,1,4,1,1,1,1,1,1,2,2,2,4,3,2,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,2,66000,33000.0,1,2,98,0,0,0,1,2,75,23,4,9,1,1.67,39520.96,0,1,1,1,1,1,1,2,2,1,1,1
112,TQRMNORQVHKOKSCDEHLEH00662403,2,25,1,4,1,1,1,1,1,1,2,2,2,3,2,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,4,0,4,81000,20250.0,2,1,3,4,0,0,1,1,55,4,2,1,0,3.8,21315.79,1,1,1,1,1,1,2,2,2,1,2,1
113,TQRMNORQXHKOKSCDEHLEH00662373,2,25,1,4,1,1,1,1,1,1,2,2,2,3,1,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,0,1,47000,47000.0,1,0,98,0,0,0,1,1,43,1,2,3,0,1.0,47000.0,0,1,1,1,1,2,2,2,2,3,2,1
114,TQRMNORRUHLOKTCDEHLEH00717312,1,25,1,4,1,2,2,1,1,1,2,2,2,4,3,2,0,0,0,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,3,1,2,100000,33333.33,1,2,97,0,0,0,1,2,34,1,6,3,0,2.14,46728.97,0,1,1,1,1,1,1,2,2,3,1,1
115,TQRMNORWPHKMKTCDEHLEH00662378,1,25,1,4,1,1,1,1,1,1,2,2,2,4,2,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,1,2,80000,26666.67,1,0,2,0,0,0,1,2,48,1,4,9,4,2.44,32786.89,0,1,1,1,1,1,1,2,2,1,1,1
116,TQRMNOTWSHLLKUCDEHLEH00717313,1,25,1,3,1,1,1,1,1,1,2,2,2,3,2,2,0,0,0,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,4,1,3,92900,23225.0,2,3,98,0,0,0,1,1,76,1,1,3,0,2.81,33060.5,0,1,1,1,1,1,2,2,2,1,2,1
117,TQRMNOQUVHKMLLCDEHLEH00662457,1,25,1,3,1,2,1,1,1,1,2,2,2,3,2,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,0,3,71500,23833.33,2,0,3,0,0,0,1,1,45,1,4,3,0,2.51,28486.06,0,1,1,1,1,1,1,2,2,3,2,1
118,TQRMNOTWTHMMKUCDEHLEH00714272,1,25,2,3,1,1,1,1,1,1,2,2,2,3,2,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,1,2,50000,16666.67,1,0,98,0,0,0,1,2,29,1,6,9,4,2.27,22026.43,1,1,1,1,1,1,2,2,2,3,1,1
119,TQRMNOSRPHMLLLCDEHLEH00714401,1,25,1,4,1,2,1,1,1,1,2,2,2,4,1,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,2,128500,64250.0,2,0,1,0,0,0,1,1,45,1,5,3,0,1.77,72598.87,0,1,1,1,1,1,1,2,2,1,1,1
120,TQRMNOPVSHJLKTCDEHLEH00684287,1,25,1,3,1,2,1,1,1,1,2,2,2,3,1,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0,1,42500,42500.0,1,0,98,0,0,0,1,1,52,1,6,3,0,1.0,42500.0,0,1,1,1,1,1,2,2,2,1,2,1
121,TQRMNOPRXHJNKTCDEGPDJ00680197,2,19,2,2,1,9,1,1,1,1,2,2,2,2,2,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,60000,30000.0,1,0,98,0,0,0,1,2,33,1,5,3,0,1.23,48780.49,0,1,1,1,1,2,2,2,2,1,2,1
122,TQRMNOQRRHLNKPCDEGPDJ00716798,1,19,1,3,2,2,2,1,1,1,2,1,2,3,1,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,4,2,2,90000,22500.0,2,0,98,0,0,0,1,1,46,1,6,3,0,2.8,32142.86,0,1,1,1,2,1,2,2,2,4,2,1
123,TQRMNOPUXHMOKQCDEGPDJ00714263,1,19,1,6,2,4,1,1,1,1,2,2,2,6,4,2,0,0,0,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,6,1,5,130000,21666.67,2,4,98,0,0,0,1,1,61,1,4,3,0,4.45,29213.48,0,1,1,1,1,2,2,2,2,1,1,1
124,TQRMNOPSWHMOKSCDEFOCD00715429,1,8,1,3,1,2,1,1,1,1,2,2,2,3,1,2,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,26000,26000.0,96,0,98,0,0,0,1,1,83,1,4,9,1,0.74,35135.14,0,1,1,2,1,1,1,2,2,1,2,1
125,TQRMNORVTHMOKSCDEFOCD00714139,1,8,1,3,2,4,2,1,1,1,2,2,2,3,2,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,40000,20000.0,2,0,3,0,0,0,1,1,40,1,5,3,0,2.0,20000.0,1,1,1,1,1,1,2,2,2,1,2,1
126,TQRMNOPRUHLOKQCDEGPDJ00716799,1,19,1,4,2,2,1,1,1,1,1,2,2,4,4,2,0,0,0,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,5,0,5,74400,14880.0,1,2,98,0,0,0,1,2,55,4,3,2,0,4.5600000000000005,16315.79,1,1,1,1,1,2,1,2,2,1,2,1
127,TQRMNOQSUHJMLMCDEGPDJ00716800,1,19,1,1,1,4,1,1,1,1,2,2,2,1,1,2,0,0,0,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,1,2,121000,40333.33,1,0,98,0,0,0,1,2,22,4,4,3,0,2.33,51931.33,0,1,1,1,1,2,2,2,2,3,4,1
128,TQRMNOPPYHMMKUCDEGPDJ00714264,1,19,1,4,1,2,1,1,1,1,1,2,2,4,2,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,1,2,47000,15666.67,2,0,98,0,0,0,1,1,36,1,5,3,0,2.37,19831.22,1,1,1,1,1,1,1,2,2,3,1,1
129,TQRMNOQYTHLKKTCDEGPDJ00716801,1,19,1,2,1,2,1,1,1,1,2,1,2,2,2,2,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,0,2,97000,48500.0,1,0,98,0,0,0,1,2,64,1,4,3,0,1.67,58083.83,0,1,1,1,1,2,2,2,2,1,1,1
130,TQRMNOQUTHMLLLCDEGPDJ00714289,1,19,1,3,1,2,1,1,1,1,2,2,2,3,3,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,3,1,2,58000,19333.33,2,4,98,0,0,0,1,2,33,1,6,3,0,2.2199999999999998,26126.13,0,1,1,1,1,2,2,2,2,1,1,1
131,TQRMNOQTWHKNLNCDEHLEH00684481,2,25,1,4,1,1,1,1,1,1,2,2,2,4,3,2,0,0,0,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,5,1,4,67500,13500.0,3,0,98,0,0,0,1,2,63,1,3,9,7,3.96,17045.45,1,1,1,1,1,1,2,2,2,8,2,1
132,TQRMNOQXTHMOLNCDEHLEH00714209,1,25,1,5,1,1,1,1,1,1,2,2,2,5,4,2,0,0,0,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,6,2,4,92000,15333.33,3,0,98,0,0,0,1,1,73,1,2,9,1,4.73,19450.32,1,1,1,1,1,1,1,2,2,1,2,1
133,TQRMNORSXHLNLTCDEHJGH00717142,1,23,1,3,2,4,2,1,1,1,2,2,2,3,2,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,1,2,25000,8333.33,1,0,2,0,0,0,1,2,43,4,2,9,4,2.16,11574.07,1,1,1,1,1,2,2,2,2,4,2,1
134,TQRMNORTPHMNMLCDEHJGH00714347,1,23,1,3,1,4,2,1,1,1,2,1,2,3,2,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,3,83000,27666.67,1,2,98,0,0,0,1,2,34,4,2,3,0,2.79,29749.1,0,1,1,1,2,1,1,2,2,1,2,1
135,TQRMNOPVPHLMLUCDEHJGH00717143,1,23,1,4,1,2,1,1,1,1,2,2,2,4,3,2,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,0,5,69900,13980.0,2,0,1,3,4,5,1,2,47,3,1,3,0,4.01,17431.42,1,1,1,1,2,1,2,2,2,1,2,1
136,TQRMNOSTXHJNLRCDEHJGH00683255,2,23,1,5,2,4,1,1,1,1,2,2,2,2,2,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,5,0,5,61000,12200.0,1,2,98,0,0,0,1,2,47,4,4,3,0,4.82,12655.6,1,1,1,1,2,2,2,2,2,6,2,2
137,TQRMNOQVTHJOLSCDEHJGH00683273,1,23,1,6,1,2,1,1,1,1,2,2,2,6,1,1,1,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,2,15000,7500.0,1,2,97,0,0,0,1,1,62,2,1,2,0,1.5,10000.0,1,1,1,1,1,2,2,2,2,1,2,1
138,TQRMNOQXQHMOMMCDEHJGH00714444,1,23,1,3,2,4,2,1,1,1,2,1,2,3,2,2,0,0,0,2,1,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,4,2,2,41000,10250.0,1,2,3,0,0,0,1,2,65,1,1,9,1,2.6,15769.23,1,1,1,1,2,2,1,2,2,1,1,1
139,TQRMNOPTVHJNLTCDEHJGH00702634,1,23,1,1,2,2,1,1,1,1,2,2,2,1,1,2,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,0,2,27600,13800.0,1,2,98,0,0,0,1,2,74,1,1,3,0,1.4100000000000001,19574.47,1,1,1,1,2,2,1,2,2,1,1,1
140,TQRMNOPTXHJNLTCDEHJGH00683257,1,23,1,2,1,2,1,1,1,1,2,2,2,2,1,2,0,0,0,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,3,1,2,70000,23333.33,2,0,1,0,0,0,1,1,31,1,4,3,0,2.31,30303.03,0,1,1,1,1,1,1,2,2,3,1,1
141,TQRMNOQSVHLMMLCDEHJGH00717144,1,23,1,5,1,4,1,1,1,1,2,2,2,5,4,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,4,1,3,90000,22500.0,96,0,1,0,0,0,1,2,45,1,6,3,0,3.15,28571.43,0,1,1,2,1,1,2,2,2,1,1,1
142,TQRMNOQRYHLMMMCDEHJGH00717145,1,23,1,5,1,4,1,1,1,1,2,2,2,5,3,1,1,0,0,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,4,2,2,150000,37500.0,1,2,98,0,0,0,1,1,42,1,6,2,0,3.11,48231.51,0,2,2,2,2,2,2,2,2,1,2,1
143,TQRMNOPVYHLNKMCDEHNHB00717569,1,27,1,3,1,1,1,1,1,1,2,2,2,3,1,2,0,0,0,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,51800,25900.0,1,0,2,0,0,0,1,2,66,1,1,9,1,1.4100000000000001,36737.59,0,1,1,1,1,2,2,2,2,1,1,1
144,TQRMNOQSVHLKKNCDEHNHB00717570,1,27,1,3,1,1,1,1,1,1,2,2,2,3,2,2,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,0,2,60000,30000.0,1,2,98,0,0,0,1,2,81,1,6,9,1,1.63,36809.82,0,1,1,1,1,1,1,2,2,1,1,1
145,TQRMNOPVPHJKKMCDEHNHB00717571,1,27,2,4,1,1,2,1,1,1,2,2,2,4,2,1,1,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,3,0,3,97000,32333.33,3,0,98,0,0,0,1,1,87,1,4,9,1,2.13,45539.91,0,1,1,1,1,1,2,2,2,1,1,1
146,TQRMNORSWHKMKNCDEHJGH00662287,1,23,1,4,1,4,2,1,1,1,2,1,2,4,3,2,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,3,0,3,27900,9300.0,2,0,98,0,0,0,1,1,67,4,3,9,7,2.5,11160.0,1,1,1,1,2,2,2,2,2,1,1,1
147,TQRMNOQVTHJNLRCDEHJGH00683251,1,23,1,4,1,5,1,1,1,1,2,2,2,4,4,2,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,5,0,5,112000,22400.0,1,2,5,3,6,0,1,1,71,1,6,2,0,4.3100000000000005,25986.08,0,1,1,1,1,2,2,2,2,1,1,1
